"","S.No","ApparentPower","Type","solar","SolarPercent","WindPercent","Net","peak","dsm"
"16384",111,0.72490272,"Individual4",FALSE,0,0,0.72490272,TRUE,0.0516041484195739
"16385",112,0.52236662,"Individual4",FALSE,0,0,0.52236662,TRUE,0.0719959751702845
"16386",113,0.481965846,"Individual4",FALSE,0,0,0.481965846,FALSE,0
"16387",114,0.575817924,"Individual4",FALSE,0,0,0.575817924,TRUE,0.0532455807318911
"16388",115,0.61804739,"Individual4",FALSE,0,0,0.61804739,TRUE,0.0177572879940271
"16389",116,0.086425323,"Individual4",FALSE,0,0,0.086425323,FALSE,0
"16390",117,0.463318352,"Individual4",FALSE,0,0,0.463318352,TRUE,0.083404467930086
"16391",118,0.563764151,"Individual4",FALSE,0,0,0.563764151,TRUE,0.084881153749302
"16392",119,0.892412554,"Individual4",FALSE,0,0,0.892412554,TRUE,0.0917513651307672
"16393",120,0.803938955,"Individual4",FALSE,0,0,0.803938955,TRUE,0.0696649369550869
"16394",121,0.50983812,"Individual4",FALSE,0,0,0.50983812,FALSE,0
"16395",122,0.860964381,"Individual4",FALSE,0,0,0.860964381,FALSE,0
"16396",123,0.565520194,"Individual4",FALSE,0,0,0.565520194,FALSE,0
"16397",124,0.695570026,"Individual4",FALSE,0,0,0.695570026,TRUE,0.0796858757501468
"16398",125,0.951114089,"Individual4",FALSE,0,0,0.951114089,FALSE,0
"16399",126,0.537813534,"Individual4",FALSE,0,0,0.537813534,FALSE,0
"16400",127,0.601927775,"Individual4",FALSE,0,0,0.601927775,FALSE,0
"16401",128,0.916565265,"Individual4",FALSE,0,0,0.916565265,TRUE,0.0799771359888837
"16402",129,0.333054944,"Individual4",FALSE,0,0,0.333054944,TRUE,0.0569206412415952
"16403",130,0.681611691,"Individual4",FALSE,0,0,0.681611691,FALSE,0
"16404",131,0.655872678,"Individual4",FALSE,0,0,0.655872678,FALSE,0
"16405",132,0.846159752,"Individual4",FALSE,0,0,0.846159752,FALSE,0
"16406",133,0.690585474,"Individual4",FALSE,0,0,0.690585474,FALSE,0
"16407",134,0.418989147,"Individual4",FALSE,0,0,0.418989147,FALSE,0
"16408",135,0.113219267,"Individual4",FALSE,0,0,0.113219267,TRUE,0.00626486160326749
"16409",136,0.001697614,"Individual4",FALSE,0,0,0.001697614,FALSE,0
"16410",137,0.813526847,"Individual4",FALSE,0,0,0.813526847,TRUE,0.0617661227239296
"16411",138,0.715283832,"Individual4",FALSE,0,0,0.715283832,TRUE,0.0940788281150162
"16412",139,0.916786376,"Individual4",FALSE,0,0,0.916786376,FALSE,0
"16413",140,0.037941659,"Individual4",FALSE,0,0,0.037941659,FALSE,0
"16414",141,0.688674199,"Individual4",FALSE,0,0,0.688674199,FALSE,0
"16415",142,0.810419265,"Individual4",FALSE,0,0,0.810419265,FALSE,0
"16416",143,0.577274871,"Individual4",FALSE,0,0,0.577274871,TRUE,0.0365414837608114
"16417",144,0.742869777,"Individual4",FALSE,0,0,0.742869777,TRUE,0.0692517713876441
"16418",145,0.887280484,"Individual4",FALSE,0,0,0.887280484,TRUE,0.0654267176520079
"16419",146,0.698157504,"Individual4",FALSE,0,0,0.698157504,TRUE,0.00956568103283644
"16420",147,0.157113722,"Individual4",FALSE,0,0,0.157113722,FALSE,0
"16421",148,0.724925848,"Individual4",FALSE,0,0,0.724925848,FALSE,0
"16422",149,0.621273827,"Individual4",FALSE,0,0,0.621273827,FALSE,0
"16423",150,0.653101828,"Individual4",FALSE,0,0,0.653101828,TRUE,0.00242683331016451
"16424",151,0.802143892,"Individual4",FALSE,0,0,0.802143892,TRUE,0.0127465055556968
"16425",152,0.697903461,"Individual4",FALSE,0,0,0.697903461,TRUE,0.0440929982112721
"16426",153,0.010807265,"Individual4",FALSE,0,0,0.010807265,FALSE,0
"16427",154,0.492068777,"Individual4",FALSE,0,0,0.492068777,TRUE,0.0899292016169056
"16428",155,0.37437494,"Individual4",FALSE,0,0,0.37437494,FALSE,0
"16429",156,0.804454518,"Individual4",FALSE,0,0,0.804454518,FALSE,0
"16430",157,0.26942099,"Individual4",FALSE,0,0,0.26942099,FALSE,0
"16431",158,0.1284207,"Individual4",FALSE,0,0,0.1284207,FALSE,0
"16432",159,0.62507988,"Individual4",FALSE,0,0,0.62507988,TRUE,0.0698669253848493
"16433",160,0.831142984,"Individual4",FALSE,0,0,0.831142984,FALSE,0
"16434",161,0.113106957,"Individual4",FALSE,0,0,0.113106957,TRUE,0.00197810241952539
"16435",162,0.772603635,"Individual4",FALSE,0,0,0.772603635,FALSE,0
"16436",163,0.034250134,"Individual4",FALSE,0,0,0.034250134,TRUE,0.00497425221838057
"16437",164,0.965257137,"Individual4",FALSE,0,0,0.965257137,TRUE,0.0876462513813749
"16438",165,0.290410111,"Individual4",FALSE,0,0,0.290410111,FALSE,0
"16439",166,0.499062178,"Individual4",FALSE,0,0,0.499062178,FALSE,0
"16440",167,0.811879048,"Individual4",FALSE,0,0,0.811879048,FALSE,0
"16441",168,0.384834881,"Individual4",FALSE,0,0,0.384834881,FALSE,0
"16442",169,0.263860632,"Individual4",FALSE,0,0,0.263860632,FALSE,0
"16443",170,0.30405491,"Individual4",FALSE,0,0,0.30405491,FALSE,0
"16444",171,0.954985275,"Individual4",FALSE,0,0,0.954985275,TRUE,0.0582010977668688
"16445",172,0.007732583,"Individual4",FALSE,0,0,0.007732583,TRUE,0.0536976432194933
"16446",173,0.526518012,"Individual4",FALSE,0,0,0.526518012,FALSE,0
"16447",174,0.553434824,"Individual4",FALSE,0,0,0.553434824,TRUE,0.0172280239406973
"16448",175,0.618210115,"Individual4",FALSE,0,0,0.618210115,TRUE,0.00451707760803402
"16449",176,0.653315786,"Individual4",FALSE,0,0,0.653315786,TRUE,0.0534792106598616
"16450",177,0.594748135,"Individual4",FALSE,0,0,0.594748135,TRUE,0.0291866160696372
"16451",178,0.078452445,"Individual4",FALSE,0,0,0.078452445,FALSE,0
"16452",179,0.140144422,"Individual4",FALSE,0,0,0.140144422,TRUE,0.051169857266359
"16453",180,0.946062746,"Individual4",FALSE,0,0,0.946062746,TRUE,0.0785045764874667
"16454",181,0.343838928,"Individual4",FALSE,0,0,0.343838928,FALSE,0
"16455",182,0.052210193,"Individual4",FALSE,0,0,0.052210193,FALSE,0
"16456",183,0.625692397,"Individual4",FALSE,0,0,0.625692397,TRUE,0.0948468296555802
"16457",184,0.622643488,"Individual4",FALSE,0,0,0.622643488,TRUE,0.0108228844124824
"16458",185,0.413521622,"Individual4",FALSE,0,0,0.413521622,FALSE,0
"16459",186,0.090042022,"Individual4",FALSE,0,0,0.090042022,FALSE,0
"16460",187,0.237368767,"Individual4",FALSE,0,0,0.237368767,TRUE,0.0228928874246776
"16461",188,0.158015658,"Individual4",FALSE,0,0,0.158015658,FALSE,0
"16462",189,0.659472869,"Individual4",FALSE,0,0,0.659472869,TRUE,0.0685988888377324
"16463",190,0.100723495,"Individual4",FALSE,0,0,0.100723495,FALSE,0
"16464",191,0.696157959,"Individual4",FALSE,0,0,0.696157959,TRUE,0.0932435021968558
"16465",192,0.727597677,"Individual4",FALSE,0,0,0.727597677,FALSE,0
"16466",193,0.175161799,"Individual4",FALSE,0,0,0.175161799,FALSE,0
"16467",194,0.346960783,"Individual4",FALSE,0,0,0.346960783,TRUE,0.0671045719645917
"16468",195,0.854025704,"Individual4",FALSE,0,0,0.854025704,TRUE,0.056558004906401
"16469",196,0.017816668,"Individual4",FALSE,0,0,0.017816668,FALSE,0
"16470",197,0.466480994,"Individual4",FALSE,0,0,0.466480994,TRUE,0.00839267184492201
"16471",198,0.005152424,"Individual4",FALSE,0,0,0.005152424,FALSE,0
"16472",199,0.518572026,"Individual4",FALSE,0,0,0.518572026,TRUE,0.0541523438878357
"16473",200,0.101243669,"Individual4",FALSE,0,0,0.101243669,FALSE,0
"16474",201,0.757772714,"Individual4",FALSE,0,0,0.757772714,TRUE,0.00213801274076104
"16475",202,0.302951601,"Individual4",FALSE,0,0,0.302951601,FALSE,0
"16476",203,0.413687363,"Individual4",FALSE,0,0,0.413687363,TRUE,0.0553425044752657
"16477",204,0.66671176,"Individual4",FALSE,0,0,0.66671176,TRUE,0.0572873193304986
"16478",205,0.28589784,"Individual4",FALSE,0,0,0.28589784,FALSE,0
"16479",206,0.510314147,"Individual4",FALSE,0,0,0.510314147,TRUE,0.0619403898483142
"16480",207,0.700216572,"Individual4",FALSE,0,0,0.700216572,TRUE,0.0718939228681847
"16481",208,0.174945595,"Individual4",FALSE,0,0,0.174945595,FALSE,0
"16482",209,0.924637245,"Individual4",FALSE,0,0,0.924637245,TRUE,0.0254652593750507
"16483",210,0.43659748,"Individual4",FALSE,0,0,0.43659748,TRUE,0.0124411172699183
"16484",211,0.752601527,"Individual4",FALSE,0,0,0.752601527,FALSE,0
"16485",212,0.837128694,"Individual4",FALSE,0,0,0.837128694,TRUE,0.0587201222544536
"16486",213,0.398652537,"Individual4",FALSE,0,0,0.398652537,TRUE,0.0703538959147409
"16487",214,0.601067651,"Individual4",FALSE,0,0,0.601067651,FALSE,0
"16488",215,0.407832462,"Individual4",FALSE,0,0,0.407832462,TRUE,0.0766606325982139
"16489",216,0.254467147,"Individual4",FALSE,0,0,0.254467147,FALSE,0
"16490",217,0.743909205,"Individual4",FALSE,0,0,0.743909205,FALSE,0
"16491",218,0.681674172,"Individual4",FALSE,0,0,0.681674172,TRUE,0.0278577513061464
"16492",219,0.934599934,"Individual4",FALSE,0,0,0.934599934,FALSE,0
"16493",220,0.712137022,"Individual4",FALSE,0,0,0.712137022,TRUE,0.0615450680023059
"16494",221,0.209037266,"Individual4",FALSE,0,0,0.209037266,FALSE,0
"16495",222,0.866437897,"Individual4",FALSE,0,0,0.866437897,TRUE,0.00531649203039706
"16496",223,0.261531758,"Individual4",FALSE,0,0,0.261531758,TRUE,0.0947246317984536
"16497",224,0.804871985,"Individual4",FALSE,0,0,0.804871985,TRUE,0.0179901921190321
"16498",225,0.051510715,"Individual4",FALSE,0,0,0.051510715,FALSE,0
"16499",226,0.193079942,"Individual4",FALSE,0,0,0.193079942,FALSE,0
"16500",227,0.708951823,"Individual4",FALSE,0,0,0.708951823,FALSE,0
"16501",228,0.417011157,"Individual4",FALSE,0,0,0.417011157,TRUE,0.0211550339590758
"16502",229,0.053739002,"Individual4",FALSE,0,0,0.053739002,FALSE,0
"16503",230,0.950835827,"Individual4",FALSE,0,0,0.950835827,TRUE,0.0532086544670165
"16504",231,0.196528223,"Individual4",FALSE,0,0,0.196528223,FALSE,0
"16505",232,0.783247878,"Individual4",FALSE,0,0,0.783247878,FALSE,0
"16506",233,0.36985024,"Individual4",FALSE,0,0,0.36985024,TRUE,0.00461541158147156
"16507",234,0.432119799,"Individual4",FALSE,0,0,0.432119799,FALSE,0
"16508",235,0.39774851,"Individual4",FALSE,0,0,0.39774851,FALSE,0
"16509",236,0.839877623,"Individual4",FALSE,0,0,0.839877623,TRUE,0.0628368379548192
"16510",237,0.22837498,"Individual4",FALSE,0,0,0.22837498,TRUE,0.0836070669814944
"16511",238,0.439245169,"Individual4",FALSE,0,0,0.439245169,TRUE,0.0407484215684235
"16512",239,0.87382288,"Individual4",FALSE,0,0,0.87382288,FALSE,0
"16513",240,0.428155849,"Individual4",FALSE,0,0,0.428155849,TRUE,0.0748916945653036
"16514",241,0.82234561,"Individual4",FALSE,0,0,0.82234561,TRUE,0.0156245040940121
"16515",242,0.667970072,"Individual4",FALSE,0,0,0.667970072,TRUE,0.0601263022515923
"16516",243,0.321096337,"Individual4",FALSE,0,0,0.321096337,FALSE,0
"16517",244,0.856902185,"Individual4",FALSE,0,0,0.856902185,FALSE,0
"16518",245,0.607564487,"Individual4",FALSE,0,0,0.607564487,TRUE,0.0973558254772797
"16519",246,0.896021189,"Individual4",FALSE,0,0,0.896021189,TRUE,0.0936714297626168
"16520",247,0.878050599,"Individual4",FALSE,0,0,0.878050599,TRUE,0.0552049987949431
"16521",248,0.530445203,"Individual4",FALSE,0,0,0.530445203,FALSE,0
"16522",249,0.519827687,"Individual4",FALSE,0,0,0.519827687,FALSE,0
"16523",250,0.706576948,"Individual4",FALSE,0,0,0.706576948,TRUE,0.0923144755419344
"16524",251,0.752015194,"Individual4",FALSE,0,0,0.752015194,TRUE,0.0181978815468028
"16525",252,0.588019284,"Individual4",FALSE,0,0,0.588019284,TRUE,0.0198654214153066
"16526",253,0.750747757,"Individual4",FALSE,0,0,0.750747757,TRUE,0.0719563435297459
"16527",254,0.713634505,"Individual4",FALSE,0,0,0.713634505,TRUE,0.00396995292976499
"16528",255,0.147749471,"Individual4",FALSE,0,0,0.147749471,TRUE,0.0156658840598539
"16529",256,0.875779409,"Individual4",FALSE,0,0,0.875779409,TRUE,0.0690046629635617
"16530",257,0.864474542,"Individual4",FALSE,0,0,0.864474542,TRUE,0.0482506698928773
"16531",258,0.571282451,"Individual4",FALSE,0,0,0.571282451,FALSE,0
"16532",259,0.445549139,"Individual4",FALSE,0,0,0.445549139,TRUE,0.0264912552665919
"16533",260,0.963750548,"Individual4",FALSE,0,0,0.963750548,TRUE,0.0634566949447617
"16534",261,0.869907877,"Individual4",FALSE,0,0,0.869907877,FALSE,0
"16535",262,0.177300326,"Individual4",FALSE,0,0,0.177300326,FALSE,0
"16536",263,0.653853923,"Individual4",FALSE,0,0,0.653853923,TRUE,0.0200934519292787
"16537",264,0.907201518,"Individual4",FALSE,0,0,0.907201518,FALSE,0
"16538",265,0.814905585,"Individual4",FALSE,0,0,0.814905585,TRUE,0.0710917607182637
"16539",266,0.669160622,"Individual4",FALSE,0,0,0.669160622,FALSE,0
"16540",267,0.50321666,"Individual4",FALSE,0,0,0.50321666,FALSE,0
"16541",268,0.310258362,"Individual4",FALSE,0,0,0.310258362,TRUE,0.04935631188564
"16542",269,0.223850215,"Individual4",FALSE,0,0,0.223850215,FALSE,0
"16543",270,0.725904454,"Individual4",FALSE,0,0,0.725904454,TRUE,0.0390402896795422
"16544",271,0.919746245,"Individual4",FALSE,0,0,0.919746245,TRUE,0.0271782552357763
"16545",272,0.579924321,"Individual4",FALSE,0,0,0.579924321,TRUE,0.0576689096866176
"16546",273,0.913594024,"Individual4",FALSE,0,0,0.913594024,TRUE,0.0825421532383189
"16547",274,0.204964565,"Individual4",FALSE,0,0,0.204964565,FALSE,0
"16548",275,0.163217845,"Individual4",FALSE,0,0,0.163217845,FALSE,0
"16549",276,0.410622316,"Individual4",FALSE,0,0,0.410622316,TRUE,0.0606348531786352
"16550",277,0.386643304,"Individual4",FALSE,0,0,0.386643304,TRUE,0.0510212522000074
"16551",278,0.380089072,"Individual4",FALSE,0,0,0.380089072,FALSE,0
"16552",279,0.920055049,"Individual4",FALSE,0,0,0.920055049,TRUE,0.0059841962531209
"16553",280,0.965350081,"Individual4",FALSE,0,0,0.965350081,FALSE,0
"16554",281,0.483774741,"Individual4",FALSE,0,0,0.483774741,TRUE,0.0770568112842739
"16555",282,0.584666133,"Individual4",FALSE,0,0,0.584666133,TRUE,0.0972076560836285
"16556",283,0.419036402,"Individual4",FALSE,0,0,0.419036402,FALSE,0
"16557",284,0.288265636,"Individual4",FALSE,0,0,0.288265636,FALSE,0
"16558",285,0.173485482,"Individual4",FALSE,0,0,0.173485482,TRUE,0.0106213860679418
"16559",286,0.369318432,"Individual4",FALSE,0,0,0.369318432,TRUE,0.00292838593013585
"16560",287,0.026256305,"Individual4",FALSE,0,0,0.026256305,FALSE,0
"16561",288,0.771570316,"Individual4",FALSE,0,0,0.771570316,TRUE,0.0574797321110964
"16562",289,0.146644417,"Individual4",FALSE,0,0,0.146644417,TRUE,0.0812942744232714
"16563",290,0.57230982,"Individual4",FALSE,0,0,0.57230982,TRUE,0.0999989450210705
"16564",291,0.135286987,"Individual4",FALSE,0,0,0.135286987,TRUE,0.0998583622276783
"16565",292,0.157267142,"Individual4",FALSE,0,0,0.157267142,FALSE,0
"16566",293,0.734678864,"Individual4",FALSE,0,0,0.734678864,FALSE,0
"16567",294,0.714038323,"Individual4",FALSE,0,0,0.714038323,FALSE,0
"16568",295,0.478844695,"Individual4",FALSE,0,0,0.478844695,FALSE,0
"16569",296,0.619109569,"Individual4",FALSE,0,0,0.619109569,FALSE,0
"16570",297,0.896076612,"Individual4",FALSE,0,0,0.896076612,TRUE,0.0822824434842914
"16571",298,0.726021683,"Individual4",FALSE,0,0,0.726021683,TRUE,0.0114625388290733
"16572",299,0.613836284,"Individual4",FALSE,0,0,0.613836284,TRUE,0.0482115272665396
"16573",300,0.970870058,"Individual4",FALSE,0,0,0.970870058,TRUE,0.0688964215107262
"16574",301,0.099315727,"Individual4",FALSE,0,0,0.099315727,FALSE,0
"16575",302,0.423780885,"Individual4",FALSE,0,0,0.423780885,TRUE,0.0696001805597916
"16576",303,0.840901193,"Individual4",FALSE,0,0,0.840901193,TRUE,0.0659879080951214
"16577",304,0.111208331,"Individual4",FALSE,0,0,0.111208331,TRUE,0.039883582550101
"16578",305,0.342043659,"Individual4",FALSE,0,0,0.342043659,FALSE,0
"16579",306,0.547783711,"Individual4",FALSE,0,0,0.547783711,TRUE,0.082893942645751
"16580",307,0.390925899,"Individual4",FALSE,0,0,0.390925899,FALSE,0
"16581",308,0.931103335,"Individual4",FALSE,0,0,0.931103335,TRUE,0.0801533026155084
"16582",309,0.98299132,"Individual4",FALSE,0,0,0.98299132,TRUE,0.0237255165586248
"16583",310,0.585801153,"Individual4",FALSE,0,0,0.585801153,TRUE,0.0523454134352505
"16584",311,0.103399132,"Individual4",FALSE,0,0,0.103399132,FALSE,0
"16585",312,0.484707094,"Individual4",FALSE,0,0,0.484707094,TRUE,0.0110753184882924
"16586",313,0.324989008,"Individual4",FALSE,0,0,0.324989008,FALSE,0
"16587",314,0.995827298,"Individual4",FALSE,0,0,0.995827298,FALSE,0
"16588",315,0.375816418,"Individual4",FALSE,0,0,0.375816418,TRUE,0.0777319997781888
"16589",316,0.515162831,"Individual4",FALSE,0,0,0.515162831,FALSE,0
"16590",317,0.716247974,"Individual4",FALSE,0,0,0.716247974,FALSE,0
"16591",318,0.82218592,"Individual4",FALSE,0,0,0.82218592,TRUE,0.0290813580853865
"16592",319,0.86977303,"Individual4",FALSE,0,0,0.86977303,TRUE,0.0848329896572977
